Country;Continent;Sub Region;Year;GDP per Capita (Grouped);Life Expectancy (Grouped);C02 Emissions per Person (Tonnes);Child Mortality Rate (per 1000 births);GDP per Capita;Life Expectancy;Population Total
Kuwait;Asia;Western Asia;1999;>= 60000 and <= 100000;>60;27,6;13;70000;76,2;1950000
United Arab Emirates;Asia;Western Asia;1999;>= 60000 and <= 100000;>60;26,2;11,5;98300;74,5;2970000
Kuwait;Asia;Western Asia;2000;>= 60000 and <= 100000;>60;26,1;12,7;69900;76,5;2050000
Kuwait;Asia;Western Asia;2001;>= 60000 and <= 100000;>60;27,3;12,5;68500;76,5;2100000
United Arab Emirates;Asia;Western Asia;2001;>= 60000 and <= 100000;>60;30,5;10,9;99300;75,1;3300000
Kuwait;Asia;Western Asia;2002;>= 60000 and <= 100000;>60;27,2;12,3;69400;76,9;2140000
United Arab Emirates;Asia;Western Asia;2002;>= 60000 and <= 100000;>60;24,2;10,6;96400;75,4;3480000
Kuwait;Asia;Western Asia;2003;>= 60000 and <= 100000;>60;27,6;12,1;80500;77,2;2160000
United Arab Emirates;Asia;Western Asia;2003;>= 60000 and <= 100000;>60;28,6;10,3;98400;75,8;3710000
Kuwait;Asia;Western Asia;2004;>= 60000 and <= 100000;>60;28,8;12;87600;77,1;2200000
United Arab Emirates;Asia;Western Asia;2004;>= 60000 and <= 100000;>60;27,7;10,1;98600;76,2;4070000
Kuwait;Asia;Western Asia;2005;>= 60000 and <= 100000;>60;31,4;11,8;93500;77;2270000
United Arab Emirates;Asia;Western Asia;2005;>= 60000 and <= 100000;>60;25,4;9,8;92300;76,6;4590000
Kuwait;Asia;Western Asia;2006;>= 60000 and <= 100000;>60;31;11,6;96200;77;2370000
United Arab Emirates;Asia;Western Asia;2006;>= 60000 and <= 100000;>60;23,6;9,6;88600;76,8;5300000
Kuwait;Asia;Western Asia;2007;>= 60000 and <= 100000;>60;30,1;11,5;96900;77,1;2500000
United Arab Emirates;Asia;Western Asia;2007;>= 60000 and <= 100000;>60;22,4;9,3;79300;76,8;6170000
Kuwait;Asia;Western Asia;2008;>= 60000 and <= 100000;>60;31,2;11,3;93700;77,2;2660000
United Arab Emirates;Asia;Western Asia;2008;>= 60000 and <= 100000;>60;22,8;9,1;71700;76,8;7090000
Kuwait;Asia;Western Asia;2009;>= 60000 and <= 100000;>60;31;11,1;81900;77,5;2820000
United Arab Emirates;Asia;Western Asia;2009;>= 60000 and <= 100000;>60;21,9;8,8;61100;76,6;7920000
Kuwait;Asia;Western Asia;2010;>= 60000 and <= 100000;>60;29,9;10,8;75200;78,2;2990000
Kuwait;Asia;Western Asia;2011;>= 60000 and <= 100000;>60;28,5;10,4;77500;78,9;3170000
Kuwait;Asia;Western Asia;2012;>= 60000 and <= 100000;>60;30,1;10;77600;79,3;3350000
Kuwait;Asia;Western Asia;2013;>= 60000 and <= 100000;>60;27,3;9,5;74100;79,7;3530000
United Arab Emirates;Asia;Western Asia;2013;>= 60000 and <= 100000;>60;19;8;62500;76,4;9200000
Kuwait;Asia;Western Asia;2014;>= 60000 and <= 100000;>60;25,2;9,1;70800;79,9;3690000
United Arab Emirates;Asia;Western Asia;2014;>= 60000 and <= 100000;>60;23,3;7,9;64100;76,4;9210000
Indonesia;Asia;South-Eastern Asia;1966;<5000;>=40 and < 50;0,227;188;1690;45;103000000
Myanmar;Asia;South-Eastern Asia;1966;<5000;>=40 and < 50;0,117;199;791;45,7;24800000
Timor-Leste;Asia;South-Eastern Asia;1966;<5000;>=40 and < 50;;275;728;40,8;529000
Cambodia;Asia;South-Eastern Asia;1967;<5000;>=40 and < 50;0,0625;230;1660;45,5;6690000
Myanmar;Asia;South-Eastern Asia;1967;<5000;>=40 and < 50;0,148;190;790;46,6;25400000
Timor-Leste;Asia;South-Eastern Asia;1967;<5000;>=40 and < 50;;265;729;41,6;539000
Cambodia;Asia;South-Eastern Asia;1968;<5000;>=40 and < 50;0,0725;228;1690;45,6;6780000
Myanmar;Asia;South-Eastern Asia;1968;<5000;>=40 and < 50;0,117;183;817;47,3;26000000
Timor-Leste;Asia;South-Eastern Asia;1968;<5000;>=40 and < 50;;255;731;42,5;549000
Cambodia;Asia;South-Eastern Asia;1969;<5000;>=40 and < 50;0,196;227;1670;45,5;6880000
Myanmar;Asia;South-Eastern Asia;1969;<5000;>=40 and < 50;0,125;179;826;48;26600000
Timor-Leste;Asia;South-Eastern Asia;1969;<5000;>=40 and < 50;;247;732;43,3;560000
Cambodia;Asia;South-Eastern Asia;1970;<5000;>=40 and < 50;0,168;225;1660;44,7;7000000
Myanmar;Asia;South-Eastern Asia;1970;<5000;>=40 and < 50;0,175;176;837;48,5;27300000
Timor-Leste;Asia;South-Eastern Asia;1970;<5000;>=40 and < 50;;240;733;43,9;572000
Cambodia;Asia;South-Eastern Asia;1971;<5000;>=40 and < 50;0,0349;240;1550;45;7140000
Myanmar;Asia;South-Eastern Asia;1971;<5000;>=40 and < 50;0,189;173;836;49,8;27900000
Timor-Leste;Asia;South-Eastern Asia;1971;<5000;>=40 and < 50;;237;735;44,6;585000
Cambodia;Asia;South-Eastern Asia;1972;<5000;>=40 and < 50;0,0161;255;1450;45,2;7300000
Timor-Leste;Asia;South-Eastern Asia;1972;<5000;>=40 and < 50;;239;736;45,2;600000
Cambodia;Asia;South-Eastern Asia;1973;<5000;>=40 and < 50;0,0172;272;1170;45,2;7450000
Timor-Leste;Asia;South-Eastern Asia;1973;<5000;>=40 and < 50;;245;738;45,9;614000
Cambodia;Asia;South-Eastern Asia;1974;<5000;>=40 and < 50;0,00974;290;1110;45,2;7530000
Timor-Leste;Asia;South-Eastern Asia;1974;<5000;>=40 and < 50;;244;756;46,7;625000
Timor-Leste;Asia;South-Eastern Asia;1975;<5000;>=40 and < 50;;242;774;43;629000
Timor-Leste;Asia;South-Eastern Asia;1976;<5000;>=40 and < 50;;241;792;44,8;627000
Timor-Leste;Asia;South-Eastern Asia;1977;<5000;>=40 and < 50;;240;811;45;620000
Timor-Leste;Asia;South-Eastern Asia;1978;<5000;>=40 and < 50;;238;831;44,4;610000
Timor-Leste;Asia;South-Eastern Asia;1979;<5000;>=40 and < 50;;237;851;44;602000
Timor-Leste;Asia;South-Eastern Asia;1980;<5000;>=40 and < 50;;236;871;47;600000
Timor-Leste;Asia;South-Eastern Asia;1981;<5000;>=40 and < 50;;235;892;49,2;604000
India;Asia;Southern Asia;1966;<5000;>=40 and < 50;0,338;225;1030;46;510000000
Nepal;Asia;Southern Asia;1966;<5000;>=40 and < 50;0,0172;290;1030;46,9;11200000
Afghanistan;Asia;Southern Asia;1967;<5000;>=40 and < 50;0,124;323;1180;43,7;10400000
Bangladesh;Asia;Southern Asia;1967;<5000;>=40 and < 50;0,0566;228;1130;45,9;59000000
Bhutan;Asia;Southern Asia;1967;<5000;>=40 and < 50;;298;1030;46;270000
India;Asia;Southern Asia;1967;<5000;>=40 and < 50;0,332;222;1090;46,8;520000000
Nepal;Asia;Southern Asia;1967;<5000;>=40 and < 50;0,0188;284;998;47,4;11400000
Afghanistan;Asia;Southern Asia;1968;<5000;>=40 and < 50;0,116;317;1200;44,4;10600000
Bangladesh;Asia;Southern Asia;1968;<5000;>=40 and < 50;0,0628;226;1210;45,4;60900000
Bhutan;Asia;Southern Asia;1968;<5000;>=40 and < 50;;291;1040;46,8;279000
India;Asia;Southern Asia;1968;<5000;>=40 and < 50;0,353;219;1090;47,5;532000000
Nepal;Asia;Southern Asia;1968;<5000;>=40 and < 50;0,0219;277;984;47,9;11600000
Afghanistan;Asia;Southern Asia;1969;<5000;>=40 and < 50;0,0868;312;1190;45,1;10900000
Bangladesh;Asia;Southern Asia;1969;<5000;>=40 and < 50;0,0592;225;1210;44,7;62700000
Bhutan;Asia;Southern Asia;1969;<5000;>=40 and < 50;;284;1050;47,8;288000
India;Asia;Southern Asia;1969;<5000;>=40 and < 50;0,352;216;1130;48,3;543000000
Nepal;Asia;Southern Asia;1969;<5000;>=40 and < 50;0,034;271;1010;48,5;11800000
Afghanistan;Asia;Southern Asia;1970;<5000;>=40 and < 50;0,15;306;1180;45,8;11200000
Bangladesh;Asia;Southern Asia;1970;<5000;>=40 and < 50;0,0585;265;1240;44;64200000
Bhutan;Asia;Southern Asia;1970;<5000;>=40 and < 50;0,0123;276;1070;48,8;297000
India;Asia;Southern Asia;1970;<5000;>=40 and < 50;0,353;213;1160;49;555000000
Nepal;Asia;Southern Asia;1970;<5000;>=40 and < 50;0,019;265;1010;49;12100000
Afghanistan;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,166;300;1100;45,9;11500000
Bangladesh;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,0543;245;1150;44,4;65500000
Bhutan;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,0119;268;1060;49,4;307000
India;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,364;210;1140;49,5;568000000
Maldives;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,0307;251;1410;40,3;119000
Nepal;Asia;Southern Asia;1971;<5000;>=40 and < 50;0,0162;259;978;49,4;12300000
Afghanistan;Asia;Southern Asia;1972;<5000;>=40 and < 50;0,131;295;1050;45,9;11800000
Bhutan;Asia;Southern Asia;1972;<5000;>=40 and < 50;0,0115;259;1030;49,9;317000
India;Asia;Southern Asia;1972;<5000;>=40 and < 50;0,376;206;1110;49,9;581000000
Maldives;Asia;Southern Asia;1972;<5000;>=40 and < 50;0,0297;240;1410;41,3;123000
Nepal;Asia;Southern Asia;1972;<5000;>=40 and < 50;0,0214;254;985;49,6;12600000
Afghanistan;Asia;Southern Asia;1973;<5000;>=40 and < 50;0,136;289;1150;46;12100000
Maldives;Asia;Southern Asia;1973;<5000;>=40 and < 50;0,0287;229;1400;42,3;128000
Nepal;Asia;Southern Asia;1973;<5000;>=40 and < 50;0,033;249;957;49,9;12900000
Afghanistan;Asia;Southern Asia;1974;<5000;>=40 and < 50;0,156;283;1180;46,1;12400000
Maldives;Asia;Southern Asia;1974;<5000;>=40 and < 50;0,0277;217;1440;43,3;132000
Afghanistan;Asia;Southern Asia;1975;<5000;>=40 and < 50;0,169;277;1210;46,3;12700000
Maldives;Asia;Southern Asia;1975;<5000;>=40 and < 50;0,0537;205;1290;44,3;136000
Afghanistan;Asia;Southern Asia;1976;<5000;>=40 and < 50;0,155;271;1240;46,5;12900000
Maldives;Asia;Southern Asia;1976;<5000;>=40 and < 50;0,0782;194;1270;44,8;141000
Afghanistan;Asia;Southern Asia;1977;<5000;>=40 and < 50;0,183;264;1130;46,6;13200000
Maldives;Asia;Southern Asia;1977;<5000;>=40 and < 50;0,101;184;1370;45,4;145000
Afghanistan;Asia;Southern Asia;1978;<5000;>=40 and < 50;0,163;258;1190;45;13300000
Maldives;Asia;Southern Asia;1978;<5000;>=40 and < 50;0,148;174;1530;42,5;149000
Afghanistan;Asia;Southern Asia;1979;<5000;>=40 and < 50;0,168;252;1170;43,6;13400000
Maldives;Asia;Southern Asia;1979;<5000;>=40 and < 50;0,191;165;1650;47;153000
Afghanistan;Asia;Southern Asia;1980;<5000;>=40 and < 50;0,133;245;1170;43,3;13400000
Maldives;Asia;Southern Asia;1980;<5000;>=40 and < 50;0,278;156;1900;48,2;158000
Afghanistan;Asia;Southern Asia;1981;<5000;>=40 and < 50;0,152;238;1300;44,1;13200000
Maldives;Asia;Southern Asia;1981;<5000;>=40 and < 50;0,291;148;2070;49,4;164000
Afghanistan;Asia;Southern Asia;1982;<5000;>=40 and < 50;0,165;232;1410;43,8;12900000
Afghanistan;Asia;Southern Asia;1983;<5000;>=40 and < 50;0,204;225;1470;42;12500000
Afghanistan;Asia;Southern Asia;1985;<5000;>=40 and < 50;0,298;211;1400;41,6;11900000
Afghanistan;Asia;Southern Asia;1986;<5000;>=40 and < 50;0,271;204;1500;42,6;11700000
Afghanistan;Asia;Southern Asia;1987;<5000;>=40 and < 50;0,272;197;1240;44,7;11600000
Afghanistan;Asia;Southern Asia;1988;<5000;>=40 and < 50;0,248;191;1120;47;11600000
Yemen;Asia;Western Asia;1968;<5000;>=40 and < 50;1,95;351;1510;40,3;6000000
Yemen;Asia;Western Asia;1969;<5000;>=40 and < 50;0,769;338;1530;41,1;6100000
Yemen;Asia;Western Asia;1970;<5000;>=40 and < 50;0,406;326;1810;42;6190000
Yemen;Asia;Western Asia;1971;<5000;>=40 and < 50;0,313;314;2080;44,5;6290000
Yemen;Asia;Western Asia;1972;<5000;>=40 and < 50;0,234;302;2190;45,4;6390000
Yemen;Asia;Western Asia;1973;<5000;>=40 and < 50;0,419;291;2410;46,6;6500000
Yemen;Asia;Western Asia;1974;<5000;>=40 and < 50;0,337;280;2490;47,6;6630000
Yemen;Asia;Western Asia;1975;<5000;>=40 and < 50;0,318;269;2620;48,6;6780000
Yemen;Asia;Western Asia;1976;<5000;>=40 and < 50;0,365;257;2940;49,7;6970000
Oman;Asia;Western Asia;1966;>= 5000 and <20000;>=40 and < 50;0,0457;282;5470;47,7;642000
Oman;Asia;Western Asia;1967;>= 5000 and <20000;>=40 and < 50;0,206;269;8880;48,5;660000
Oman;Asia;Western Asia;1968;>= 5000 and <20000;>=40 and < 50;0,237;255;15800;49,2;680000
Oman;Asia;Western Asia;1969;>= 5000 and <20000;>=40 and < 50;0,335;242;19300;49,9;701000
Lebanon;Asia;Western Asia;1982;>= 5000 and <20000;>=40 and < 50;2,32;47,3;5900;45,9;2610000
Iraq;Asia;Western Asia;1988;>= 5000 and <20000;>=40 and < 50;4,08;56,7;13500;49,8;16600000
Tajikistan;Asia;Central Asia;1966;<5000;>=50 and <= 60;1,7;170;4080;55,1;2570000
Tajikistan;Asia;Central Asia;1967;<5000;>=50 and <= 60;1,72;167;4210;55,4;2660000
Tajikistan;Asia;Central Asia;1968;<5000;>=50 and <= 60;1,71;165;4410;55,7;2750000
Tajikistan;Asia;Central Asia;1969;<5000;>=50 and <= 60;1,73;162;4420;56;2840000
Tajikistan;Asia;Central Asia;1970;<5000;>=50 and <= 60;1,76;160;4710;56,3;2930000
Tajikistan;Asia;Central Asia;1971;<5000;>=50 and <= 60;1,81;157;4790;57,1;3020000
Tajikistan;Asia;Central Asia;1972;<5000;>=50 and <= 60;1,85;155;4760;57,4;3110000
Tajikistan;Asia;Central Asia;1975;<5000;>=50 and <= 60;1,94;141;4890;58,5;3390000
Tajikistan;Asia;Central Asia;1976;<5000;>=50 and <= 60;1,95;137;4940;58,9;3490000
Tajikistan;Asia;Central Asia;1977;<5000;>=50 and <= 60;1,96;134;4870;59,5;3590000
China;Asia;Eastern Asia;1966;<5000;>=50 and <= 60;0,706;121;829;55,4;742000000
Mongolia;Asia;Eastern Asia;1966;<5000;>=50 and <= 60;1,71;193;1480;52,3;1140000
China;Asia;Eastern Asia;1967;<5000;>=50 and <= 60;0,569;126;722;56,9;763000000
Mongolia;Asia;Eastern Asia;1967;<5000;>=50 and <= 60;1,83;191;1530;52,9;1170000
China;Asia;Eastern Asia;1968;<5000;>=50 and <= 60;0,6;132;671;57,9;784000000
Mongolia;Asia;Eastern Asia;1968;<5000;>=50 and <= 60;2,06;190;1580;53,5;1210000
China;Asia;Eastern Asia;1969;<5000;>=50 and <= 60;0,718;119;735;59,4;806000000
Mongolia;Asia;Eastern Asia;1969;<5000;>=50 and <= 60;2,16;189;1640;54;1240000
Mongolia;Asia;Eastern Asia;1970;<5000;>=50 and <= 60;2,23;188;1700;54,5;1280000
Mongolia;Asia;Eastern Asia;1971;<5000;>=50 and <= 60;2,31;186;1730;55,3;1320000
Mongolia;Asia;Eastern Asia;1972;<5000;>=50 and <= 60;2,42;185;1750;56;1360000
Mongolia;Asia;Eastern Asia;1973;<5000;>=50 and <= 60;2,49;184;1850;56,7;1400000
Mongolia;Asia;Eastern Asia;1974;<5000;>=50 and <= 60;2,61;183;1890;57,4;1440000
Mongolia;Asia;Eastern Asia;1975;<5000;>=50 and <= 60;2,75;181;1950;58;1480000
Mongolia;Asia;Eastern Asia;1976;<5000;>=50 and <= 60;2,9;180;1980;58,2;1520000
Mongolia;Asia;Eastern Asia;1977;<5000;>=50 and <= 60;3,18;179;2120;58,4;1560000
Mongolia;Asia;Eastern Asia;1978;<5000;>=50 and <= 60;3,61;175;2170;58,6;1600000
Mongolia;Asia;Eastern Asia;1979;<5000;>=50 and <= 60;3,83;169;2210;58,8;1650000
Mongolia;Asia;Eastern Asia;1980;<5000;>=50 and <= 60;4,07;163;2500;59;1690000
Mongolia;Asia;Eastern Asia;1981;<5000;>=50 and <= 60;3,83;158;2220;59,2;1730000
Mongolia;Asia;Eastern Asia;1982;<5000;>=50 and <= 60;3,8;152;2590;59,5;1780000
Mongolia;Asia;Eastern Asia;1983;<5000;>=50 and <= 60;3,84;147;2910;59,9;1820000
Indonesia;Asia;South-Eastern Asia;1967;<5000;>=50 and <= 60;0,232;182;1620;51,5;106000000
Indonesia;Asia;South-Eastern Asia;1968;<5000;>=50 and <= 60;0,254;176;1760;52,3;109000000
Indonesia;Asia;South-Eastern Asia;1969;<5000;>=50 and <= 60;0,299;171;1940;53;112000000
Indonesia;Asia;South-Eastern Asia;1970;<5000;>=50 and <= 60;0,312;165;2110;53,8;115000000
Indonesia;Asia;South-Eastern Asia;1971;<5000;>=50 and <= 60;0,331;160;2190;54,3;118000000
Indonesia;Asia;South-Eastern Asia;1972;<5000;>=50 and <= 60;0,358;154;2380;54,8;121000000
Myanmar;Asia;South-Eastern Asia;1972;<5000;>=50 and <= 60;0,177;169;814;50,5;28600000
Indonesia;Asia;South-Eastern Asia;1973;<5000;>=50 and <= 60;0,395;149;2670;55,4;124000000
Myanmar;Asia;South-Eastern Asia;1973;<5000;>=50 and <= 60;0,145;165;785;51,2;29200000
Indonesia;Asia;South-Eastern Asia;1974;<5000;>=50 and <= 60;0,402;145;2720;56;127000000
Myanmar;Asia;South-Eastern Asia;1974;<5000;>=50 and <= 60;0,161;162;799;51,9;29900000
Indonesia;Asia;South-Eastern Asia;1975;<5000;>=50 and <= 60;0,413;140;2650;56,5;131000000
Myanmar;Asia;South-Eastern Asia;1975;<5000;>=50 and <= 60;0,154;158;806;52,5;30600000
Indonesia;Asia;South-Eastern Asia;1976;<5000;>=50 and <= 60;0,461;136;2840;57;134000000
Myanmar;Asia;South-Eastern Asia;1976;<5000;>=50 and <= 60;0,161;155;828;53,3;31300000
Indonesia;Asia;South-Eastern Asia;1977;<5000;>=50 and <= 60;0,6;132;2990;57,6;137000000
Myanmar;Asia;South-Eastern Asia;1977;<5000;>=50 and <= 60;0,166;151;849;53,8;32000000
Indonesia;Asia;South-Eastern Asia;1978;<5000;>=50 and <= 60;0,668;128;3070;58,1;141000000
Myanmar;Asia;South-Eastern Asia;1978;<5000;>=50 and <= 60;0,162;148;878;54,3;32700000
Indonesia;Asia;South-Eastern Asia;1979;<5000;>=50 and <= 60;0,66;124;3160;58,7;144000000
Myanmar;Asia;South-Eastern Asia;1979;<5000;>=50 and <= 60;0,156;144;890;55;33500000
Cambodia;Asia;South-Eastern Asia;1980;<5000;>=50 and <= 60;0,0427;179;847;52,5;6690000
Indonesia;Asia;South-Eastern Asia;1980;<5000;>=50 and <= 60;0,643;121;3360;59,3;147000000
Myanmar;Asia;South-Eastern Asia;1980;<5000;>=50 and <= 60;0,166;141;932;55,4;34200000
Cambodia;Asia;South-Eastern Asia;1981;<5000;>=50 and <= 60;0,0446;157;830;52,8;6750000
Indonesia;Asia;South-Eastern Asia;1981;<5000;>=50 and <= 60;0,663;117;3500;59,9;151000000
Myanmar;Asia;South-Eastern Asia;1981;<5000;>=50 and <= 60;0,165;138;951;55,8;35000000
Cambodia;Asia;South-Eastern Asia;1982;<5000;>=50 and <= 60;0,0488;140;799;53,1;6920000
Myanmar;Asia;South-Eastern Asia;1982;<5000;>=50 and <= 60;0,16;135;969;56,2;35700000
Timor-Leste;Asia;South-Eastern Asia;1982;<5000;>=50 and <= 60;;234;914;50,7;613000
Cambodia;Asia;South-Eastern Asia;1983;<5000;>=50 and <= 60;0,0512;129;798;53,5;7170000
Myanmar;Asia;South-Eastern Asia;1983;<5000;>=50 and <= 60;0,162;133;975;56,6;36500000
Timor-Leste;Asia;South-Eastern Asia;1983;<5000;>=50 and <= 60;;232;936;51,8;627000
Cambodia;Asia;South-Eastern Asia;1984;<5000;>=50 and <= 60;0,0552;123;798;53,8;7450000
Myanmar;Asia;South-Eastern Asia;1984;<5000;>=50 and <= 60;0,18;130;986;56,9;37200000
Timor-Leste;Asia;South-Eastern Asia;1984;<5000;>=50 and <= 60;;222;958;53,3;642000
Cambodia;Asia;South-Eastern Asia;1985;<5000;>=50 and <= 60;0,0542;120;795;54,1;7710000
Myanmar;Asia;South-Eastern Asia;1985;<5000;>=50 and <= 60;0,18;128;979;57,3;38000000
Timor-Leste;Asia;South-Eastern Asia;1985;<5000;>=50 and <= 60;;221;981;54,5;657000
Cambodia;Asia;South-Eastern Asia;1986;<5000;>=50 and <= 60;0,0544;118;800;54,5;7960000
Myanmar;Asia;South-Eastern Asia;1986;<5000;>=50 and <= 60;0,179;125;935;57,7;38700000
Timor-Leste;Asia;South-Eastern Asia;1986;<5000;>=50 and <= 60;;211;1010;55,4;672000
Cambodia;Asia;South-Eastern Asia;1987;<5000;>=50 and <= 60;0,0532;117;930;56,3;8200000
Myanmar;Asia;South-Eastern Asia;1987;<5000;>=50 and <= 60;0,129;123;867;57,9;39400000
Timor-Leste;Asia;South-Eastern Asia;1987;<5000;>=50 and <= 60;;202;1030;56,4;686000
Cambodia;Asia;South-Eastern Asia;1988;<5000;>=50 and <= 60;0,0535;116;1000;56,9;8440000
Myanmar;Asia;South-Eastern Asia;1988;<5000;>=50 and <= 60;0,105;120;743;58;40100000
Timor-Leste;Asia;South-Eastern Asia;1988;<5000;>=50 and <= 60;;192;1050;56,9;702000
Cambodia;Asia;South-Eastern Asia;1989;<5000;>=50 and <= 60;0,0519;116;1040;57;8690000
Myanmar;Asia;South-Eastern Asia;1989;<5000;>=50 and <= 60;0,112;118;746;58,4;40700000
Timor-Leste;Asia;South-Eastern Asia;1989;<5000;>=50 and <= 60;;183;1080;57,1;719000
Cambodia;Asia;South-Eastern Asia;1990;<5000;>=50 and <= 60;0,141;116;1010;57,4;8980000
Myanmar;Asia;South-Eastern Asia;1990;<5000;>=50 and <= 60;0,105;116;743;58,6;41300000
Timor-Leste;Asia;South-Eastern Asia;1990;<5000;>=50 and <= 60;;175;1100;58;738000
Cambodia;Asia;South-Eastern Asia;1991;<5000;>=50 and <= 60;0,141;116;1070;57,7;9290000
Myanmar;Asia;South-Eastern Asia;1991;<5000;>=50 and <= 60;0,101;113;728;58,8;41900000
Timor-Leste;Asia;South-Eastern Asia;1991;<5000;>=50 and <= 60;;167;1180;58,3;760000
Cambodia;Asia;South-Eastern Asia;1992;<5000;>=50 and <= 60;0,14;116;1110;58,1;9620000
Myanmar;Asia;South-Eastern Asia;1992;<5000;>=50 and <= 60;0,117;110;788;58,9;42400000
Timor-Leste;Asia;South-Eastern Asia;1992;<5000;>=50 and <= 60;;160;1260;59,2;783000
Cambodia;Asia;South-Eastern Asia;1993;<5000;>=50 and <= 60;0,139;117;1020;58,1;9970000
Myanmar;Asia;South-Eastern Asia;1993;<5000;>=50 and <= 60;0,127;108;826;59,1;42900000
Timor-Leste;Asia;South-Eastern Asia;1993;<5000;>=50 and <= 60;;153;1340;59,7;807000
Cambodia;Asia;South-Eastern Asia;1994;<5000;>=50 and <= 60;0,143;119;1070;58;10300000
Myanmar;Asia;South-Eastern Asia;1994;<5000;>=50 and <= 60;0,146;105;877;59,4;43400000
Cambodia;Asia;South-Eastern Asia;1995;<5000;>=50 and <= 60;0,146;120;1100;58,2;10700000
Myanmar;Asia;South-Eastern Asia;1995;<5000;>=50 and <= 60;0,161;102;927;59,6;43900000
Cambodia;Asia;South-Eastern Asia;1996;<5000;>=50 and <= 60;0,147;120;1130;58,3;11000000
Myanmar;Asia;South-Eastern Asia;1996;<5000;>=50 and <= 60;0,166;99,7;974;59,9;44500000
Cambodia;Asia;South-Eastern Asia;1997;<5000;>=50 and <= 60;0,136;120;1160;58,6;11300000
Cambodia;Asia;South-Eastern Asia;1998;<5000;>=50 and <= 60;0,168;118;1180;58,8;11600000
Cambodia;Asia;South-Eastern Asia;1999;<5000;>=50 and <= 60;0,16;114;1290;59,2;11900000
Timor-Leste;Asia;South-Eastern Asia;1999;<5000;>=50 and <= 60;;114;1200;55,7;873000
Cambodia;Asia;South-Eastern Asia;2000;<5000;>=50 and <= 60;0,163;107;1380;59,5;12200000
Myanmar;Asia;South-Eastern Asia;2008;<5000;>=50 and <= 60;0,198;89,7;3110;59,8;49900000
Pakistan;Asia;Southern Asia;1966;<5000;>=50 and <= 60;0,329;213;1530;54,4;52300000
Pakistan;Asia;Southern Asia;1967;<5000;>=50 and <= 60;0,34;207;1550;55,1;53700000
Pakistan;Asia;Southern Asia;1968;<5000;>=50 and <= 60;0,379;202;1610;55,7;55100000
Pakistan;Asia;Southern Asia;1969;<5000;>=50 and <= 60;0,358;197;1670;56,4;56600000
Pakistan;Asia;Southern Asia;1970;<5000;>=50 and <= 60;0,353;193;1800;57;58100000
Pakistan;Asia;Southern Asia;1971;<5000;>=50 and <= 60;0,326;189;1760;52,3;59700000
Bangladesh;Asia;Southern Asia;1972;<5000;>=50 and <= 60;0,0519;245;994;52,1;66600000
Pakistan;Asia;Southern Asia;1972;<5000;>=50 and <= 60;0,309;186;1730;57,7;61400000
Bangladesh;Asia;Southern Asia;1973;<5000;>=50 and <= 60;0,0663;221;979;52,1;67600000
Bhutan;Asia;Southern Asia;1973;<5000;>=50 and <= 60;0,0112;251;1010;50,4;327000
India;Asia;Southern Asia;1973;<5000;>=50 and <= 60;0,378;202;1140;50,5;595000000
Pakistan;Asia;Southern Asia;1973;<5000;>=50 and <= 60;0,318;182;1810;58,1;63100000
Bangladesh;Asia;Southern Asia;1974;<5000;>=50 and <= 60;0,0667;265;1080;51,5;68700000
Bhutan;Asia;Southern Asia;1974;<5000;>=50 and <= 60;0,0108;243;1020;50,9;337000
India;Asia;Southern Asia;1974;<5000;>=50 and <= 60;0,382;198;1130;51;609000000
Nepal;Asia;Southern Asia;1974;<5000;>=50 and <= 60;0,0326;244;993;50,3;13100000
Pakistan;Asia;Southern Asia;1974;<5000;>=50 and <= 60;0,33;179;1830;58,2;64900000
Bangladesh;Asia;Southern Asia;1975;<5000;>=50 and <= 60;0,0683;217;1050;52,4;70100000
Bhutan;Asia;Southern Asia;1975;<5000;>=50 and <= 60;0,0105;235;955;51,2;348000
India;Asia;Southern Asia;1975;<5000;>=50 and <= 60;0,406;194;1200;51,5;623000000
Nepal;Asia;Southern Asia;1975;<5000;>=50 and <= 60;0,0264;238;983;50,6;13400000
Pakistan;Asia;Southern Asia;1975;<5000;>=50 and <= 60;0,348;177;1860;58,7;66800000
Bangladesh;Asia;Southern Asia;1976;<5000;>=50 and <= 60;0,0763;214;1070;52,6;71700000
Bhutan;Asia;Southern Asia;1976;<5000;>=50 and <= 60;0,0101;227;1010;51,6;360000
India;Asia;Southern Asia;1976;<5000;>=50 and <= 60;0,415;189;1190;52,1;638000000
Nepal;Asia;Southern Asia;1976;<5000;>=50 and <= 60;0,0207;233;1000;50,9;13700000
Pakistan;Asia;Southern Asia;1976;<5000;>=50 and <= 60;0,332;174;1910;59;68800000
Bangladesh;Asia;Southern Asia;1977;<5000;>=50 and <= 60;0,0776;211;1050;52,8;73500000
Bhutan;Asia;Southern Asia;1977;<5000;>=50 and <= 60;0,0197;219;1050;52;371000
India;Asia;Southern Asia;1977;<5000;>=50 and <= 60;0,429;184;1250;52,6;652000000
Nepal;Asia;Southern Asia;1977;<5000;>=50 and <= 60;0,0242;227;1000;51,3;14000000
